"","sex","age","degree","income","income_vs_average","satisfication","happy","health"
"997","Male",40,"Graduate","More than $25000","Above average","More of less satisfied","Very happy","Fair"
"998","Male",86,"Graduate","More than $25000","Above average","Pretty well satisfied","Not too happy","Excellent"
"999","Female",71,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Excellent"
"1000","Male",25,"Bachelors","$1000-$2999","Far below average","Pretty well satisfied","Pretty happy","Good"
"1001","Female",51,"Bachelors","More than $25000","Below average","Not satisfied at all","Very happy","Excellent"
"1002","Female",68,"Hight school","$5000-$5999","Average","Pretty well satisfied","Not too happy","Good"
"1003","Male",64,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"1004","Female",60,"Hight school","$20000-$24999","Far below average","More of less satisfied","Very happy","Good"
"1005","Male",73,"Hight school","$20000-$24999","Below average","More of less satisfied","Pretty happy","Good"
"1006","Male",45,"Hight school","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"1007","Female",60,"Hight school","$20000-$24999","Below average","Not satisfied at all","Not too happy","Fair"
"1008","Female",29,"Bachelors","More than $25000","Average","Pretty well satisfied","Pretty happy","Excellent"
"1009","Male",27,"Bachelors","under $1000","Above average","More of less satisfied","Pretty happy","Good"
"1010","Female",35,"Hight school","More than $25000","Above average","Pretty well satisfied","Pretty happy","Fair"
"1011","Female",50,"Graduate","More than $25000","Below average","Not satisfied at all","Pretty happy","Good"
"1012","Female",36,"Hight school","More than $25000","Average","Not satisfied at all","Pretty happy","Good"
"1013","Female",62,"Less than high school","$5000-$5999","Far below average","Not satisfied at all","Not too happy","Poor"
"1014","Female",49,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"1015","Male",75,"Graduate","More than $25000","Average","Pretty well satisfied","Pretty happy","Fair"
"1016","Female",67,"Hight school","$10000-$14999","Below average","Not satisfied at all","Pretty happy","Poor"
"1017","Female",28,"Hight school","$4000-$4999","Below average","Not satisfied at all","Pretty happy","Fair"
"1018","Female",62,"Bachelors","More than $25000","Average","More of less satisfied","Very happy","Good"
"1019","Female",62,"Graduate","More than $25000","Below average","Pretty well satisfied","Very happy","Excellent"
"1020","Female",70,"Bachelors","More than $25000","Below average","Pretty well satisfied","Pretty happy","Good"
"1021","Female",31,"Hight school","$6000-$6999","Below average","Not satisfied at all","Not too happy","Poor"
"1022","Female",31,"Less than high school","More than $25000","Below average","Not satisfied at all","Not too happy","Good"
"1023","Male",74,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"1024","Male",41,"Hight school","$1000-$2999","Far below average","Not satisfied at all","Not too happy","Good"
"1025","Male",76,"Hight school","More than $25000","Average","Not satisfied at all","Very happy","Excellent"
"1026","Female",41,"Bachelors","More than $25000","Below average","More of less satisfied","Pretty happy","Good"
"1027","Male",68,"Hight school","More than $25000","Above average","More of less satisfied","Pretty happy","Good"
"1028","Male",71,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"1029","Female",47,"Hight school","More than $25000","Average","Not satisfied at all","Not too happy","Good"
"1030","Female",36,"Hight school","$20000-$24999","Below average","Not satisfied at all","Pretty happy","Good"
"1031","Female",73,"Hight school","More than $25000","Far above average","Pretty well satisfied","Very happy","Excellent"
"1032","Female",39,"Hight school","More than $25000","Below average","More of less satisfied","Pretty happy","Fair"
"1033","Female",75,"Bachelors","More than $25000","Above average","Pretty well satisfied","Very happy","Good"
"1034","Female",35,"Hight school","$15000-$19999","Below average","More of less satisfied","Very happy","Good"
"1035","Male",45,"Hight school","More than $25000","Average","Not satisfied at all","Pretty happy","Good"
"1036","Female",52,"associate/junior college","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"1037","Female",55,"Less than high school","$20000-$24999","Average","More of less satisfied","Pretty happy","Poor"
"1038","Female",37,"Hight school","$10000-$14999","Average","More of less satisfied","Pretty happy","Fair"
"1039","Male",49,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"1040","Male",41,"Bachelors","More than $25000","Above average","Pretty well satisfied","Pretty happy","Good"
"1041","Male",67,"Bachelors","More than $25000","Average","Pretty well satisfied","Pretty happy","Excellent"
"1042","Female",51,"Graduate","More than $25000","Average","More of less satisfied","Not too happy","Good"
"1043","Female",52,"Graduate","More than $25000","Far below average","Not satisfied at all","Not too happy","Fair"
"1044","Female",72,"associate/junior college","More than $25000","Average","More of less satisfied","Very happy","Fair"
"1045","Female",71,"Bachelors","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"1046","Female",64,"Hight school","More than $25000","Average","More of less satisfied","Very happy","Good"
"1047","Female",44,"Hight school","More than $25000","Above average","Pretty well satisfied","Pretty happy","Excellent"
"1048","Male",74,"Bachelors","More than $25000","Above average","Pretty well satisfied","Very happy","Good"
"1049","Male",37,"Bachelors","More than $25000","Above average","Pretty well satisfied","Very happy","Good"
"1050","Female",58,"Bachelors","More than $25000","Below average","More of less satisfied","Very happy","Good"
"1051","Male",33,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"1052","Female",77,"Hight school","$20000-$24999","Average","More of less satisfied","Not too happy","Excellent"
"1053","Female",54,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"1054","Female",48,"associate/junior college","More than $25000","Below average","More of less satisfied","Pretty happy","Excellent"
"1055","Male",73,"Graduate","More than $25000","Below average","More of less satisfied","Very happy","Good"
"1056","Female",30,"Hight school","$4000-$4999","Average","Not satisfied at all","Pretty happy","Fair"
"1057","Male",46,"Hight school","$10000-$14999","Below average","More of less satisfied","Very happy","Good"
"1058","Female",49,"Less than high school","$1000-$2999","Far below average","More of less satisfied","Not too happy","Poor"
"1059","Male",80,"Less than high school","More than $25000","Above average","Pretty well satisfied","Very happy","Excellent"
"1060","Female",41,"Hight school","More than $25000","Average","Pretty well satisfied","Pretty happy","Good"
"1061","Female",32,"Hight school","More than $25000","Below average","More of less satisfied","Very happy","Excellent"
"1062","Female",32,"Graduate","More than $25000","Above average","More of less satisfied","Pretty happy","Good"
"1063","Female",34,"Hight school","More than $25000","Average","Pretty well satisfied","Very happy","Good"
"1064","Female",40,"Hight school","$20000-$24999","Below average","Not satisfied at all","Pretty happy","Fair"
"1065","Male",24,"Bachelors","$10000-$14999","Below average","Not satisfied at all","Pretty happy","Good"
"1066","Female",63,"Hight school","More than $25000","Below average","Not satisfied at all","Not too happy","Fair"
"1067","Female",60,"Less than high school","$15000-$19999","Far below average","Not satisfied at all","Not too happy","Good"
"1068","Male",39,"Bachelors","More than $25000","Average","Not satisfied at all","Not too happy","Fair"
"1069","Female",61,"Graduate","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"1070","Female",48,"Hight school","More than $25000","Average","More of less satisfied","Very happy","Good"
"1071","Male",66,"Hight school","More than $25000","Above average","Pretty well satisfied","Very happy","Poor"
"1072","Female",38,"Bachelors","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"1073","Female",63,"Bachelors","More than $25000","Above average","More of less satisfied","Not too happy","Good"
"1074","Female",38,"Hight school","$1000-$2999","Below average","Not satisfied at all","Pretty happy","Good"
"1075","Female",74,"associate/junior college","More than $25000","Far below average","Not satisfied at all","Not too happy","Fair"
"1076","Female",41,"Hight school","$15000-$19999","Far below average","Not satisfied at all","Very happy","Fair"
"1077","Female",63,"Hight school","$10000-$14999","Average","More of less satisfied","Pretty happy","Good"
"1078","Male",81,"Hight school","More than $25000","Average","More of less satisfied","Very happy","Good"
"1079","Male",33,"Bachelors","More than $25000","Above average","Pretty well satisfied","Pretty happy","Excellent"
"1080","Female",61,"associate/junior college","More than $25000","Average","More of less satisfied","Pretty happy","Good"
"1081","Female",62,"Bachelors","$10000-$14999","Far below average","Not satisfied at all","Very happy","Good"
"1082","Female",47,"Hight school","More than $25000","Average","More of less satisfied","Pretty happy","Excellent"
"1083","Female",41,"Graduate","More than $25000","Average","Pretty well satisfied","Pretty happy","Excellent"
"1084","Female",63,"Hight school","$10000-$14999","Below average","More of less satisfied","Pretty happy","Fair"
"1085","Female",49,"Hight school","$10000-$14999","Below average","More of less satisfied","Pretty happy","Fair"
